0.92	0.73
0.91	0.73
0.9	0.08
0.91	0.54
0.9	0.95
0.92	0.54
0.96	0.04
0.9	0.96
0.93	0.02
0.94	0.28
0.94	0.45
0.91	0.98
0.94	0.46
0.97	0.02
0.9	0.71
0.93	0.89
0.99	0.14
0.9	0.01
0.92	0.27
0.96	0.08
1.0	0.05
0.91	0.79
0.97	0.01
0.96	0.12
0.91	0.6
0.95	0.15
0.98	0.09
0.33	0.0
0.93	0.35
0.94	0.15
0.98	0.02
0.95	0.07
0.91	0.63
0.96	0.06
0.92	0.3
0.94	0.03
0.93	0.01
0.91	0.85
0.99	0.03
0.9	0.89
0.96	0.03
0.9	0.58
0.91	0.15
0.95	0.13
0.95	0.38
0.92	0.81
0.92	0.57
0.9	0.83
0.93	0.32
0.93	0.25
1.0	0.0
0.92	0.23
0.93	0.24
0.92	0.28
0.91	0.88
0.94	0.41
0.0	0.0
0.98	0.04
0.93	0.37
0.96	0.01
0.96	0.14
0.94	0.43
0.94	0.24
0.94	0.34
0.92	0.92
0.97	0.06
0.91	0.68
0.92	0.91
0.91	0.9
0.96	0.02
0.92	0.84
0.91	0.93
0.5	0.0
0.9	0.9
0.93	0.03
0.97	0.1
0.91	0.94
0.97	0.12
0.93	0.92
0.92	0.69
0.95	0.39
0.92	0.03
0.91	0.21
0.91	0.65
0.92	0.94
0.98	0.06
0.95	0.4
0.93	0.46
1.0	0.07
0.94	0.33
0.9	0.97
0.92	0.21
0.98	0.12
0.9	0.72
0.99	0.07
0.98	0.24
0.91	0.77
0.91	0.28
0.9	0.85
0.93	0.74
0.96	0.1
0.93	0.4
0.91	0.52
0.95	0.14
0.92	0.58
0.96	0.18
0.92	0.15
0.91	0.56
0.91	0.82
0.96	0.05
0.99	0.06
0.91	0.26
0.67	0.0
0.91	0.57
0.92	0.32
0.92	0.68
0.89	0.01
0.91	0.7
0.9	0.54
0.9	0.99
0.92	0.96
0.91	0.91
0.93	0.04
0.92	0.93
0.99	0.12
0.93	0.36
0.9	0.79
0.91	0.81
0.92	0.71
0.91	0.66
0.95	0.05
0.93	0.23
0.92	0.12
0.91	0.84
0.91	0.95
0.95	0.44
0.94	0.35
0.98	0.15
0.96	0.09
0.98	0.29
0.92	0.17
0.93	0.27
0.92	0.9
0.93	0.38
0.91	0.49
0.98	0.16
0.98	0.03
0.95	0.43
0.93	0.33
0.92	0.64
0.98	0.27
0.97	0.07
0.91	0.64
0.91	0.62
1.0	0.03
0.92	0.89
0.93	0.17
0.93	0.07
0.92	0.02
0.9	0.55
0.94	0.1
0.9	0.63
0.95	0.09
0.91	0.87
0.9	0.88
0.93	0.44
0.91	0.01
0.93	0.26
0.94	0.42
0.92	0.31
0.96	0.11
0.93	0.41
0.8	0.0
0.95	0.02
0.93	0.88
0.92	0.78
0.91	0.02
0.91	0.96
0.91	0.5
0.92	0.87
0.91	0.09
0.91	0.89
0.93	0.34
0.91	0.48
0.94	0.2
0.91	0.75
0.91	0.78
0.92	0.7
0.91	0.37
0.94	0.32
0.93	0.43
0.91	0.53
0.98	0.26
0.92	0.95
0.95	0.01
0.92	0.01
0.91	0.16
0.93	0.93
0.95	0.35
0.93	0.69
0.92	0.74
0.95	0.18
0.93	0.94
0.91	0.1
0.94	0.44
1.0	0.06
0.95	0.36
0.9	0.94
0.93	0.47
0.92	0.05
0.91	0.69
0.94	0.01
0.93	0.45
0.99	0.08
0.97	0.05
0.95	0.06
0.91	0.47
0.93	0.42
0.91	0.58
0.91	0.67
0.91	0.76
0.9	0.56
0.94	0.02
0.93	0.9
0.93	0.14
0.91	0.83
0.99	0.04
0.91	0.05
0.91	0.92
0.91	0.51
0.9	0.81
0.95	0.03
0.97	0.03
0.9	0.75
0.91	0.61
1.0	0.01
0.92	0.97
0.98	0.05
0.91	0.99
0.92	0.72
0.95	0.37
1.0	0.02
0.91	0.86
0.91	0.55
1.0	0.04
0.93	0.39
0.92	0.22
0.98	0.28
0.94	0.36
0.91	0.08
0.96	0.17
0.92	0.0
0.95	0.17
0.96	0.07
0.98	0.1
0.93	0.91
0.9	0.87
0.92	0.11
0.98	0.14
0.91	0.8
0.92	0.63
0.91	0.72
0.94	0.04
0.9	0.66
0.92	0.88
0.91	0.46
0.9	0.82
0.91	0.97
0.97	0.08
0.9	0.73
0.98	0.11
0.9	0.84
0.9	0.98
0.93	0.82
0.95	0.12
