0.88	0.09
0.85	0.1
0.82	0.05
0.84	0.13
0.9	0.08
0.84	0.01
0.87	0.05
0.93	0.02
0.78	0.02
0.79	0.06
0.87	0.06
0.97	0.02
0.92	0.02
0.9	0.01
0.84	0.02
0.78	0.01
0.86	0.04
0.89	0.09
0.91	0.01
0.86	0.11
0.9	0.07
0.57	0.0
0.33	0.0
0.81	0.05
0.8	0.0
0.95	0.02
0.82	0.11
0.85	0.05
0.91	0.02
0.82	0.06
0.83	0.0
0.93	0.01
0.83	0.03
0.83	0.16
0.92	0.04
0.88	0.07
0.9	0.06
0.89	0.07
1.0	0.0
0.87	0.08
0.8	0.06
0.7	0.01
0.9	0.03
0.85	0.11
0.0	0.0
0.87	0.04
0.95	0.01
0.92	0.01
0.84	0.05
0.91	0.11
0.87	0.13
0.6	0.0
0.91	0.1
0.87	0.07
0.9	0.11
0.79	0.07
0.85	0.03
0.86	0.02
0.83	0.02
0.75	0.0
0.84	0.1
0.96	0.02
0.9	0.12
0.9	0.1
0.5	0.0
0.8	0.05
0.86	0.01
0.83	0.01
0.91	0.03
0.8	0.01
0.92	0.03
0.94	0.01
0.81	0.02
0.84	0.14
0.85	0.01
0.83	0.08
0.8	0.02
0.94	0.02
0.91	0.05
0.83	0.04
0.85	0.02
0.89	0.08
0.89	0.06
0.88	0.08
1.0	0.01
0.88	0.06
0.84	0.03
0.83	0.07
0.87	0.02
0.9	0.09
0.85	0.04
0.89	0.04
0.88	0.05
0.8	0.07
0.89	0.12
0.88	0.04
1.0	0.02
0.89	0.05
0.87	0.09
0.81	0.01
0.84	0.15
0.86	0.0
0.86	0.03
0.87	0.01
0.85	0.08
0.91	0.04
0.89	0.02
0.88	0.1
0.82	0.04
0.77	0.01
0.88	0.02
0.89	0.1
0.67	0.0
0.86	0.05
0.83	0.06
0.89	0.01
0.82	0.08
0.79	0.01
0.81	0.06
0.89	0.03
0.88	0.01
0.88	0.03
0.93	0.04
0.86	0.12
0.82	0.01
0.79	0.02
0.84	0.04
0.87	0.11
0.86	0.09
0.83	0.05
0.82	0.02
0.8	0.08
0.9	0.04
0.87	0.03
