0.88	0.09
1.0	0.03
0.84	0.01
0.87	0.05
0.93	0.02
0.93	0.07
0.79	0.06
0.8	0.1
0.86	0.08
0.87	0.06
0.92	0.02
0.75	0.1
0.9	0.01
0.84	0.02
0.87	0.1
0.78	0.01
0.81	0.14
0.65	0.01
0.86	0.04
0.89	0.09
0.91	0.01
0.8	0.03
0.79	0.1
0.53	0.01
0.86	0.11
0.9	0.02
0.9	0.07
0.77	0.04
0.57	0.0
0.33	0.0
0.8	0.0
0.86	0.07
0.95	0.02
0.92	0.07
0.85	0.05
0.91	0.02
0.79	0.04
0.73	0.01
0.94	0.03
0.83	0.0
0.93	0.01
0.78	0.04
0.8	0.15
0.83	0.03
0.92	0.04
0.8	0.12
0.88	0.07
0.94	0.06
0.9	0.06
0.84	0.12
1.0	0.0
0.81	0.09
0.87	0.08
0.72	0.09
0.79	0.13
0.74	0.02
0.7	0.01
0.9	0.03
0.81	0.04
0.0	0.0
0.98	0.04
0.87	0.04
0.85	0.06
0.8	0.11
0.92	0.01
0.84	0.05
0.76	0.02
0.67	0.01
0.9	0.05
0.6	0.0
0.91	0.1
0.87	0.07
0.82	0.13
0.93	0.06
0.86	0.02
0.85	0.03
0.71	0.01
0.83	0.02
0.77	0.09
0.91	0.06
0.75	0.0
0.76	0.01
0.96	0.02
0.5	0.0
0.8	0.05
0.93	0.03
0.86	0.01
0.83	0.01
0.95	0.04
0.91	0.03
0.8	0.01
0.83	0.13
0.92	0.05
0.92	0.03
0.94	0.01
0.6	0.01
0.81	0.02
0.97	0.05
0.95	0.06
0.85	0.01
0.69	0.01
0.83	0.08
0.75	0.02
0.8	0.02
0.82	0.07
0.92	0.06
0.94	0.02
0.47	0.01
0.78	0.03
0.88	0.11
0.91	0.05
0.97	0.03
0.85	0.02
0.83	0.04
0.69	0.02
0.88	0.08
1.0	0.01
0.88	0.06
0.98	0.05
0.84	0.03
0.94	0.07
0.93	0.05
0.71	0.0
0.87	0.02
0.9	0.09
0.85	0.04
0.89	0.04
0.88	0.05
0.56	0.01
0.88	0.04
1.0	0.02
0.89	0.05
0.87	0.09
0.86	0.03
0.87	0.01
0.75	0.01
0.89	0.02
0.91	0.04
0.82	0.04
0.77	0.01
0.96	0.05
0.88	0.02
1.0	0.04
0.89	0.1
0.85	0.09
0.67	0.0
0.86	0.06
0.86	0.05
0.83	0.06
0.89	0.01
0.91	0.08
0.89	0.03
0.88	0.01
0.88	0.03
0.93	0.04
0.86	0.12
0.86	0.1
0.95	0.05
0.82	0.01
0.79	0.02
0.81	0.03
0.84	0.04
0.56	0.0
0.63	0.0
0.82	0.02
0.8	0.08
0.9	0.04
0.77	0.02
0.84	0.08
0.83	0.09
0.85	0.07
0.87	0.03
